odos_uid,source_id,cohort,round,scholarship_type,cohort_round,sex,birth_year_be,high_school_track,region,province_code,province,district,economic_corridor,initial_status,initial_country,initial_field_group,initial_field,study_start_date,study_end_dropout_date,graduation_expected_date,restart_thailand_date,project_condition_status,overall_status,after_m6_status,current_status,current_continent,current_country,current_field_group,current_field,program_funding_years,funding_period_academic_year,contract_status,latest_degree,gpa_numeric,study_duration_years,ocs_report_date,moe_report_date,masters_country,masters_field_group,masters_field,doctoral_country,doctoral_field_group,doctoral_field,employment_type,employment_detail,employment_evidence_status,workplace_province_country,work_start_date,income_monthly_est,welfare,domicile_employment_relation,field_job_fit,field_job_fit_level,local_fit,local_fit_level,job_satisfaction,job_satisfaction_level,wants_government,wants_government_flag,desired_government_position,wants_moe,desired_agency_other,target_graduation_success,target_scholarship_risk,target_tracking_risk,target_employment_ready,target_field_mismatch,target_local_mismatch,split
ODOS02826,2826,4,2,2,4 /2,หญิง,2538,สามัญ,กลาง,10,กรุงเทพมหานคร,ธนบุรี,,กำลังศึกษาชั้นปีที่ 2,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2013-12-27,,2019-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2557-2/2562,ทำสัญญา สป.1,ปริญญาตรี,,5.59,,,,,,,,,ภาครัฐ,"เจ้าหน้าที่ในหน่วยงานของรัฐ,พนักงานราชการ, ลูกจ้าง",,อุดรธานี,2020-05-23,17500.0,หอพัก,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องมาก,3,ปานกลาง,2,,,,,,1,0,0,1,0,0,development
ODOS02827,2827,4,1,2,4 /1,ชาย,2539,สามัญ,กลาง,10,กรุงเทพมหานคร,จอมทอง,,กำลังศึกษาชั้นปีที่ 2,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยาศาสตร์,2013-05-07,,2019-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2557-2/2562,ทำสัญญา สป.1,ปริญญาตรี,,6.23,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,อุตรดิตถ์,2563-01-06,25000.5,เงินเวร เงิน พตส.,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,,,,,,1,0,0,1,0,0,development
ODOS02828,2828,4,2,2,4 /2,หญิง,2538,สามัญ,กลาง,10,กรุงเทพมหานคร,ห้วยขวาง,,กำลังศึกษาชั้นปีที่ 2,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2013-12-27,,2019-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2557-2/2562,ทำสัญญา สป.1,ปริญญาตรี,,5.59,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,ราชบุรี,2021-06-01,17500.0,-,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องมาก,3,ปานกลาง,2,ต้องการ,1,,,,1,0,0,1,0,0,development
ODOS02829,2829,4,1,2,4 /1,หญิง,2538,สามัญ,กลาง,10,กรุงเทพมหานคร,วังทองหลาง,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2013-06-10,,2019-05-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.89,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,นนทบุรี,2022-07-01,17500.0,เงินค่าทำงานนอกเวลาราชการ,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องมาก,3,ปานกลาง,2,,,,,,1,0,0,1,0,0,development
ODOS02830,2830,4,2,1,4 /2,หญิง,2539,สามัญ,กลาง,10,กรุงเทพมหานคร,สายไหม,,กำลังศึกษาชั้นปีที่ 2,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2013-10-21,,2020-08-31,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2557-2/2562,ทำสัญญา สป.1,ปริญญาตรี,,6.86,,,,,,,,,ภาครัฐ,"ข้าราชการครู,ครูผู้ช่วย,ครูอัตราจ้างในหน่วยงานของรัฐ",ไม่มี,ขอนแก่น,2020-05-15,,-,จังหวัดภูมิลำเนา,,,,,,,,,,,,1,0,0,1,0,0,development
ODOS02831,2831,4,1,2,4 /1,หญิง,2537,สามัญ,กลาง,10,กรุงเทพมหานคร,บางกะปิ,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2013-05-07,,2019-03-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.82,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,ประจวบคีรีขันธ์,2019-06-01,25000.5,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,ต้องการ,1,,,,1,0,0,1,0,0,validation
ODOS02832,2832,4,1,2,4 /1,หญิง,2538,สามัญ,กลาง,10,กรุงเทพมหานคร,มีนบุรี,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิทยาศาสตร์,กายภาพบำบัด,2013-05-07,,2016-05-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,กายภาพบำบัด (Physiotherapy),4,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,3.73,2.98,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,ไม่มี,กรุงเทพ,2017-08-01,25000.0,ประกันสังคม,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องปานกลาง,2,ปานกลาง,2,ต้องการ,1,นักกายภาพบำบัด,หน่วยงานอื่น ๆ,กระทรวงสาธารณสุข,1,0,0,1,0,0,development
ODOS02833,2833,4,1,2,4 /1,หญิง,2536,สามัญ,กลาง,10,กรุงเทพมหานคร,คลองสามวา,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์,2013-08-01,,2019-03-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์ (Dentistry),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.58,,,,,,,,,ภาครัฐ,"เจ้าหน้าที่ในหน่วยงานของรัฐ,พนักงานราชการ, ลูกจ้าง",ไม่มี,เลย,2020-05-16,35000.5,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องมาก,3,ปานกลาง,2,ต้องการ,1,ทันตแพทย์,หน่วยงานอื่น ๆ,สาธารณสุข,1,0,0,1,0,0,development
ODOS02834,2834,4,1,2,4 /1,หญิง,2538,สามัญ,กลาง,10,กรุงเทพมหานคร,ลาดกระบัง,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์,2013-06-10,,2019-05-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์ (Dentistry),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.89,,,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตกรรม เอนโดดอนนต์,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,ชุมพร,2019-05-16,25000.5,,N/A,,,,,,,ต้องการ,1,ทันตแพทย์,,,1,0,0,1,0,0,development
ODOS02835,2835,4,1,2,4 /1,หญิง,2537,สามัญ,กลาง,10,กรุงเทพมหานคร,จัตุจักร,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิศวกรรม,วิศวกรรมศาสตร์,2013-08-01,,2017-08-31,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิศวกรรม,วิศวกรรมโยธา (Civil Engineering),4,1/2556-1/2559,ทำสัญญา สป.1,ปริญญาตรี,2.27,4.08,,2018-01-22,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,21000.0,สวัสดิการบริษัท /ประกันสังคม/ประกันภัย,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องมาก,3,ปานกลาง,2,ไม่ต้องการ,0,,,,1,0,0,1,0,0,development
ODOS02836,2836,4,1,2,4 /1,ชาย,2536,สามัญ,กลาง,10,กรุงเทพมหานคร,ดินแดง,,กำลังศึกษาชั้นปีที่ 4,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2012-05-07,,2017-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,2.99,5.23,,2018-05-18,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,เพชรบูรณ์,,50000.0,ข้าราชการ,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,,,,,,1,0,0,1,0,0,development
ODOS02837,2837,4,1,2,4 /1,ชาย,2537,สามัญ,กลาง,10,กรุงเทพมหานคร,บุงกุ่ม,,กำลังศึกษาชั้นปีที่ 4,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2012-05-07,,2017-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,3.76,5.23,,2018-06-09,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,กาญจนบุรี,,,,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,,,,,,1,0,0,1,0,0,development
ODOS02838,2838,4,1,2,4 /1,ชาย,2537,สามัญ,กลาง,10,กรุงเทพมหานคร,บางเขน,,กำลังศึกษาชั้นปีที่ 4,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2012-05-07,,2017-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.23,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,ไม่มี,สมุทรสาคร,2019-01-01,80001.0,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องมาก,3,ปานกลาง,2,ไม่ต้องการ,0,,,,1,0,0,1,0,0,development
ODOS02839,2839,4,1,2,4 /1,หญิง,2538,สามัญ,กลาง,10,กรุงเทพมหานคร,ทวีวัฒนา,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2013-05-07,,2018-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.23,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",ไม่มี,สามพราน,2563-01-06,55000.5,ที่พัก,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,ต้องการ,1,,,,1,0,0,1,0,0,development
ODOS02840,2840,4,1,2,4 /1,หญิง,2538,สามัญ,กลาง,10,กรุงเทพมหานคร,สะพานสูง,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,คณะแพทยศาสตร์,2013-05-07,,2018-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.23,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,ราชบุรี,2020-05-16,65000.5,หอพัก,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,ต้องการ,1,,,,1,0,0,1,0,0,development
ODOS02841,2841,4,1,2,4 /1,ชาย,2537,สามัญ,กลาง,10,กรุงเทพมหานคร,ประเวศ,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2013-05-07,,2018-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.23,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",มี,กรุงเทพฯ,2019-05-16,26460.0,-,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,ต้องการ,1,,,,1,0,0,1,0,0,development
ODOS02842,2842,4,1,2,4 /1,หญิง,2537,สามัญ,กลาง,10,กรุงเทพมหานคร,หลักสี่,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์,2013-08-01,,2019-05-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์ (Dentistry),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.75,,,,,,,,,ภาครัฐ,"เจ้าหน้าที่ในหน่วยงานของรัฐ,พนักงานราชการ, ลูกจ้าง",,กรุงเทพมหานคร,1 พฤษภาคม 2562,25000.5,,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,ไม่ต้องการ,0,,,,1,0,0,1,0,0,validation
ODOS02843,2843,4,1,2,4 /1,หญิง,2537,สามัญ,กลาง,10,กรุงเทพมหานคร,คลองเตย,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์,2013-08-01,,2019-03-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์ (Dentistry),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.58,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,พิษณุโลก,,,,N/A,,,,,,,,,,,,1,0,0,1,0,0,development
ODOS02844,2844,4,1,2,4 /1,หญิง,2537,สามัญ,กลาง,10,กรุงเทพมหานคร,ตลิ่งชัน,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2013-05-07,,2018-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.23,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",มี,นครสวรรค์,2019-05-01,25000.5,-,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องมาก,3,ปานกลาง,2,ต้องการ,1,,,,1,0,0,1,0,0,development
ODOS02845,2845,4,3,1,4 /3,ชาย,2539,สามัญ,กลาง,10,กรุงเทพมหานคร,บึงกุ่ม,,กำลังศึกษาชั้นปีที่ 2,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,วิศวกรรมชีวการแพทย์,2014-08-01,,2018-03-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,วิศวกรรมชีวการแพทย์ (Biomedical Engineering),4,1/2557-2/2560,ทำสัญญา สป.1,ปริญญาตรี,,3.58,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,ไม่มี,กรุงเทพมหานคร,2018-09-03,25000.5,"ค่าเดินทาง, ประกันสุขภาพ(แบบกลุ่ม)",จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องปานกลาง,2,ปานกลาง,2,ไม่ต้องการ,0,,,,1,0,0,1,0,0,development
ODOS02846,2846,4,3,1,4 /3,หญิง,2539,สามัญ,กลาง,10,กรุงเทพมหานคร,จตุจักร,,กำลังศึกษาชั้นปีที่ 2,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2014-07-25,,2019-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2557-2/2562,ทำสัญญา สป.1,ปริญญาตรี,,5.02,,,,,,,,,อยู่ระหว่างติดตามข้อมูล,อยู่ระหว่างการสมัครงาน/เปลี่ยนงาน,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,development
ODOS02847,2847,4,3,1,4 /3,หญิง,2536,สามัญ,กลาง,10,กรุงเทพมหานคร,คันนายาว,,กำลังศึกษาชั้นปีที่ 2,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2014-07-25,,2019-08-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2557-2/2562,ทำสัญญา สป.1,ปริญญาตรี,,5.02,,,,,,,,,อยู่ระหว่างติดตามข้อมูล,อยู่ระหว่างการสมัครงาน/เปลี่ยนงาน,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,development
ODOS02848,2848,4,3,1,4 /3,ชาย,2537,สามัญ,กลาง,10,กรุงเทพมหานคร,สาทร,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์,2013-08-01,,2020-05-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์ (Dentistry),6,1/2557-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,6.75,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",มี,ลำพูน,2020-02-10,35000.0,สิทธการรักษาเบิกจ่าย,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,,,,,,1,0,0,1,0,0,development
ODOS02849,2849,4,1,2,4 /1,หญิง,2537,สามัญ,ตะวันตก,71,กาญจนบุรี,เมืองกาญจนบุรี,CWEC,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์,2013-05-07,,2019-08-20,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์ (Dentistry),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,3.39,6.29,-,2019-11-16,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,2562-01-11,45000.5,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องมาก,3,ปานกลาง,2,ต้องการ,1,,,,1,0,0,1,0,0,development
ODOS02850,2850,4,3,2,4 /3,หญิง,2538,สามัญ,ตะวันออกเฉียงเหนือ,46,กาฬสินธุ์,เขาวง,,กำลังศึกษาชั้นปีที่ 2,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์,2014-08-18,,2020-05-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์ (Dentistry),6,1/2557-2/2562,ทำสัญญา สป.1,ปริญญาตรี,,5.7,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,ยโสธร,18/05/2563,17500.0,15000,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องมาก,3,ปานกลาง,2,ต้องการ,1,ทันตแพทย์,,กระทรวงสาธารณสุข,1,0,0,1,0,0,validation
ODOS02851,2851,4,1,2,4 /1,ชาย,2537,สามัญ,ตะวันออกเฉียงเหนือ,46,กาฬสินธุ์,กุฉินารายณ์,,กำลังศึกษาชั้นปีที่ 3,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2013-08-01,,2019-03-01,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,ทันตแพทยศาสตร์ (Dentistry),6,1/2556-2/2561,ทำสัญญา สป.1,ปริญญาตรี,,5.58,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,กาฬสินธุ์,16/05/2562,25000.5,เงินไม่ทำเวชปฏิบัตินอกเวลาราชการ สิทธิ์การรักษาพยาบาล,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,,,,,,1,0,0,1,0,0,development
ODOS02852,2852,4,3,2,4 /3,หญิง,2538,สามัญ,ตะวันออกเฉียงเหนือ,46,กาฬสินธุ์,ท่าคันโท,,กำลังศึกษาชั้นปีที่ 2,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2013-10-21,,2020-08-31,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2557-2/2562,ทำสัญญา สป.1,ปริญญาตรี,,6.86,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",ไม่มี,กาฬสิินธุ์,2022-06-01,75000.0,,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องมาก,3,ปานกลาง,2,,,,,,1,0,0,1,0,0,development
ODOS02853,2853,4,3,2,4 /3,หญิง,2539,สามัญ,ตะวันออกเฉียงเหนือ,46,กาฬสินธุ์,ร่องคำ,,กำลังศึกษาชั้นปีที่ 2,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์,2013-12-16,,2020-08-31,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทยศาสตร์ (Medicine),6,1/2557-2/2562,ทำสัญญา สป.1,ปริญญาตรี,,6.71,,,,,,,,,อยู่ระหว่างติดตามข้อมูล,อยู่ระหว่างการสมัครงาน/เปลี่ยนงาน,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,development
