odos_uid,source_id,cohort,round,scholarship_type,cohort_round,sex,birth_year_be,high_school_track,region,province_code,province,district,economic_corridor,initial_status,initial_country,initial_field_group,initial_field,study_start_date,study_end_dropout_date,graduation_expected_date,restart_thailand_date,project_condition_status,overall_status,after_m6_status,current_status,current_continent,current_country,current_field_group,current_field,program_funding_years,funding_period_academic_year,contract_status,latest_degree,gpa_numeric,study_duration_years,ocs_report_date,moe_report_date,masters_country,masters_field_group,masters_field,doctoral_country,doctoral_field_group,doctoral_field,employment_type,employment_detail,employment_evidence_status,workplace_province_country,work_start_date,income_monthly_est,welfare,domicile_employment_relation,field_job_fit,field_job_fit_level,local_fit,local_fit_level,job_satisfaction,job_satisfaction_level,wants_government,wants_government_flag,desired_government_position,wants_moe,desired_agency_other,target_graduation_success,target_scholarship_risk,target_tracking_risk,target_employment_ready,target_field_mismatch,target_local_mismatch,split
ODOS00001,1,1,,,1 /,หญิง,2528,สามัญ,ตะวันออกเฉียงเหนือ,31,บุรีรัมย์,ห้วยราช,,สำเร็จการศึกษาปริญญาตรี,ญี่ปุ่น,กลุ่มพาณิชยกรรม,ธุระกิจระหว่างประเทศ,2004-01-01,,2008-08-11,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ญี่ปุ่น,กลุ่มบริหารจัดการ,บริหารธุรกิจ (Business Administration),,,ทำสัญญา ก.พ.,ปริญญาตรี,,4.61,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,,,จังหวัดต่างภูมิภาค,สอดคล้องปานกลาง,2,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,0,1,development
ODOS00002,2,1,,,1 /,หญิง,2528,สามัญ,กลาง,62,กำแพงเพชร,เมืองกำแพงเพชร,,สำเร็จการศึกษาปริญญาตรี,สาธารณรัฐประชาชนจีน,กลุ่มพาณิชยกรรม,การค้าระหว่างประเทศ,2004-09-10,,2011-02-17,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,สาธารณรัฐประชาชนจีน,กลุ่มบริหารจัดการ,เศรษฐศาสตร์ (Economics),,,ทำสัญญา ก.พ.,ปริญญาตรี,,6.44,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องปานกลาง,2,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,0,1,validation
ODOS00003,3,1,,,1 /,หญิง,2528,สามัญ,กลาง,73,นครปฐม,บางเลน,CWEC,สำเร็จการศึกษาปริญญาตรี,สาธารณรัฐประชาชนจีน,กลุ่มบริหารจัดการ,เศรษฐศาสตร์,2004-01-01,,2011-01-26,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,เอเชีย,สาธารณรัฐประชาชนจีน,กลุ่มบริหารจัดการ,เศรษฐศาสตร์ (Economics),,,ทำสัญญา ก.พ.,ปริญญาตรี,,7.07,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,development
ODOS00004,4,1,,,1 /,หญิง,2528,สามัญ,ตะวันออกเฉียงเหนือ,42,เลย,เชียงคาน,,สำเร็จการศึกษาปริญญาตรี,สาธารณรัฐฝรั่งเศส,กลุ่มวิทยาศาสตร์,สาขาวิชาชีววิทยา (วิทยาศาสตร์การอาหาร),2004-01-01,,2011-05-05,,สำเร็จการศึกษา,สำเร็จการศึกษาในต่างประเทศ,สำเร็จการศึกษาต่างประเทศ,สำเร็จการศึกษาปริญญาตรี,ยุโรป,สาธารณรัฐฝรั่งเศส,กลุ่มวิทยาศาสตร์,วิทยาศาสตร์ (Science),,,ทำสัญญา ก.พ.,ปริญญาเอก,,7.34,2012-02-20,,,,,,,,ภาครัฐ,อาจารย์มหาวิทยาลัย,,เลย,,,,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,ต้องการ,1,,,,1,0,0,1,0,0,development
ODOS00005,5,1,,,1 /,หญิง,2528,สามัญ,กลาง,65,พิษณุโลก,วังทอง,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,วิทยาศาสตร์การแพทย์คู่ขนานนิติศาสตร์,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,วิทยาศาสตร์การแพทย์,,,ทำสัญญา สกอ.,ปริญญาตรี,,7.07,,,,,,,,,ภาครัฐ,"เจ้าหน้าที่ในหน่วยงานของรัฐ,พนักงานราชการ, ลูกจ้าง",,พิษณุโลก,,,,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องมาก,3,,,,,,,,1,0,0,1,0,0,development
ODOS00006,6,1,,,1 /,หญิง,2528,สามัญ,กลาง,61,อุทัยธานี,หนองฉาง,,ปรับเปลี่ยนมาศึกษาในประเทศ,สาธารณรัฐฝรั่งเศส,กลุ่มวิทยาศาสตร์,Food Science,2004-01-01,,2011-03-21,2011-03-21,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มศิลปศาสตร์,นิเทศศาสตร์ (Communication Arts),,,ทำสัญญา สกอ.,ปริญญาตรี,3.66,7.22,,2012-05-01,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,23600.0,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องน้อย,1,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,1,1,development
ODOS00007,7,1,,,1 /,หญิง,2528,สามัญ,ตะวันออก,21,ระยอง,เขาชะเมา,EEC,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,อนามัยสิ่งแวดล้อม,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,อนามัยสิ่งแวดล้อม,,,ทำสัญญา สกอ.,ปริญญาตรี,3.04,7.07,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,15140.0,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,0,1,validation
ODOS00008,8,1,,,1 /,หญิง,2529,สามัญ,เหนือ,55,น่าน,สองแคว,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,วิทยาศาสตร์สุขภาพและพยาบาลศาสตร์,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,วิทยาศาสตร์สุขภาพและพยาบาลศาสตร์,,,ทำสัญญา สกอ.,ปริญญาตรี,2.97,7.07,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,กรุงเทพ,,,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,0,1,validation
ODOS00009,9,1,,,1 /,หญิง,2528,สามัญ,ตะวันออกเฉียงเหนือ,33,ศรีสะเกษ,ศิลาลาด,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิทยาศาสตร์,วิทยาศาสตร์(ชีววิทยา),2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิทยาศาสตร์,วิทยาศาสตร์(ชีววิทยา),,,ทำสัญญา สกอ.,ปริญญาตรี,2.99,7.07,,,,,,,,,ภาครัฐ,"ข้าราชการครู,ครูผู้ช่วย,ครูอัตราจ้างในหน่วยงานของรัฐ",,ยโสธร,,15140.0,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องปานกลาง,2,,,,,,,,1,0,0,1,0,0,development
ODOS00010,10,1,,,1 /,หญิง,2528,สามัญ,กลาง,18,ชัยนาท,หันคา,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิทยาศาสตร์,ฟิสิกส์เน้น ฟิสิกส์และคอมพิวเตอร์,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิทยาศาสตร์,ฟิสิกส์ เน้นฟิสิกส์และคอมพิวเตอร์,,,ทำสัญญา สกอ.,ปริญญาตรี,3.49,7.07,,,,,,,,,ภาครัฐ,"ข้าราชการครู,ครูผู้ช่วย,ครูอัตราจ้างในหน่วยงานของรัฐ",,ชัยนาท,,,,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องมาก,3,,,,,,,,1,0,0,1,0,0,development
ODOS00011,11,1,,,1 /,หญิง,2528,สามัญ,ใต้,96,นราธิวาส,ยี่งอ,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิทยาศาสตร์,โปรแกรมวิชาคอมพิวเตอร์ศึกษา,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิทยาศาสตร์,โปรแกรมวิชาคอมพิวเตอร์ศึกษา,,,ทำสัญญา สกอ.,ปริญญาตรี,2.63,7.07,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,ไม่มี,ยะลา,2008-10-29,17500.0,สวัสดิการรักษาพยาบาลครูเอกชน(ต้องสำรองเงินจ่ายก่อน),จังหวัดในภูมิภาคเดียวกัน,สอดคล้องปานกลาง,2,สอดคล้องน้อย,1,น้อย,1,ต้องการ,1,ครูคอมพิวเตอร์ พนักงานเกี่ยวกับคอม,หน่วยงานอื่น ๆ,,1,0,0,1,0,1,development
ODOS00012,12,1,,,1 /,หญิง,2529,สามัญ,ตะวันออกเฉียงเหนือ,35,ยโสธร,ค้อวัง,,ปรับเปลี่ยนมาศึกษาในประเทศ,ราชอาณาจักรเนเธอร์แลนด์,กลุ่มวิทยาศาสตร์,Food Science,2005-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิทยาศาสตร์,วิทยาศาสตร์อาหาร (Food Science),,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาครัฐ,รับราชการ (ข้าราชการพลเรือน),,อุดรธานี,,15000.0,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องปานกลาง,2,N/A,,ปานกลาง,2,N/A,,,,,1,0,0,1,0,0,development
ODOS00013,13,1,,,1 /,หญิง,2528,สามัญ,กลาง,66,พิจิตร,วังทรายพูน,,เสียชีวิต,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทย์แผนตะวันออก,2005-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,เสียชีวิตภายหลังสำเร็จการศึกษา,เสียชีวิตระหว่างประกอบอาชีพ(สำเร็จการศึกษาแล้ว),เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทย์แผนตะวันออก,,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,เสียชีวิตระหว่างประกอบอาชีพ(สำเร็จการศึกษาแล้ว),เสียชีวิต,,,,,,เสียชีวิต,N/A,,N/A,,N/A,,N/A,,,,,1,0,0,0,0,0,development
ODOS00014,14,1,,,1 /,หญิง,2528,สามัญ,เหนือ,55,น่าน,นาน้อย,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิทยาศาสตร์,โปรแกรมวิชาคณิตศาสตร์สาขาการศึกษา,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิทยาศาสตร์,โปรแกรมวิชาคณิตศาสตร์สาขาการศึกษา,,,ทำสัญญา สกอ.,ปริญญาตรี,,7.07,,,,,,,,,ภาครัฐ,"ข้าราชการครู,ครูผู้ช่วย,ครูอัตราจ้างในหน่วยงานของรัฐ",,กาญจนบุรี,,,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,0,1,development
ODOS00015,15,1,,,1 /,หญิง,2529,สามัญ,ใต้,93,พัทลุง,ตะโหมด,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิทยาศาสตร์,วิศวกรรมคอมพิวตอร์,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิทยาศาสตร์,วิศวกรรมคอมพิวตอร์ (Computer Engineering),,,ทำสัญญา สกอ.,ปริญญาตรี,2.5,7.07,,2018-06-12,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,ชลบุรี,2009-12-01,35000.5,"โบนัสประจำปี,รถรับส่ง,ประกันกลุ่ม,ค่าครองชีพ,เบี้ยขยัน และอื่น ๆ",จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องน้อย,1,มาก,3,ต้องการ,1,นักวิชาการคอมพิวเตอร์,หน่วยงานอื่น ๆ,ทุกหน่วยงาน,1,0,0,1,0,1,validation
ODOS00016,16,1,,,1 /,หญิง,2528,สามัญ,ตะวันออกเฉียงเหนือ,41,อุดรธานี,โนนสะอาด,NeEC,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มศิลปศาสตร์,การสอนภาษาอังกฤษ(นานาชาติ),2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มศิลปศาสตร์,การสอนภาษาอังกฤษ(นานาชาติ),,,ทำสัญญา สกอ.,ปริญญาตรี,3.61,7.07,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,validation
ODOS00017,17,1,,,1 /,หญิง,2528,สามัญ,ตะวันออกเฉียงเหนือ,45,ร้อยเอ็ด,อาจสามารถ,,ปรับเปลี่ยนมาศึกษาในประเทศ,สหพันธ์สาธารณรัฐเยอรมนี,กลุ่มพาณิชยกรรม,Hospitality Management/Tourism,2004-01-01,2006-07-31,,2007-07-02,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มพาณิชยกรรม,Hospitality Management/Tourism,,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,นนทบุรี,,16000.0,,จังหวัดต่างภูมิภาค,สอดคล้องปานกลาง,2,สอดคล้องน้อย,1,ปานกลาง,2,ต้องการ,1,,,ที่ว่าการอำเภออาจสามารถ,1,0,0,1,0,1,development
ODOS00018,18,1,,,1 /,หญิง,2529,สามัญ,กลาง,10,กรุงเทพมหานคร,ลาดกระบัง,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,สัตวศาสตร์,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,สัตวศาสตร์ (Animal Sciences),,,ทำสัญญา สกอ.,ปริญญาตรี,2.72,7.07,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,กรุงเทพ,,,,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องมาก,3,,,,,,,,1,0,0,1,0,0,development
ODOS00019,19,1,,,1 /,หญิง,2528,สามัญ,ใต้,82,พังงา,ทับปุด,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มเกษตรกรรม,เคมีการเกษตร,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มเกษตรกรรม,เคมีการเกษตร (Agricultural Chemistry),,,ทำสัญญา สกอ.,ปริญญาตรี,2.01,7.07,,,,,,,,,ภาครัฐ,"เจ้าหน้าที่ในหน่วยงานของรัฐ,พนักงานราชการ, ลูกจ้าง",,กรุงเทพ,,,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องมาก,3,,,,,,,,1,0,0,1,0,0,development
ODOS00020,20,1,,,1 /,หญิง,2528,สามัญ,กลาง,62,กำแพงเพชร,พรานกระต่าย,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิทยาศาสตร์,อิเลคทรอนิกส์คอมพิวเตอร์,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิทยาศาสตร์,อิเลคทรอนิกส์คอมพิวเตอร์,,,ทำสัญญา สกอ.,ปริญญาตรี,3.52,7.07,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,development
ODOS00021,21,1,,,1 /,หญิง,2528,สามัญ,เหนือ,52,ลำปาง,เมืองปาน,NEC,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิทยาศาสตร์,ศึกษาศาสตร์(คณิตศาสตร์),2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิทยาศาสตร์,ศึกษาศาสตร์ (คณิตศาสตร์),,,ทำสัญญา สกอ.,ปริญญาตรี,3.79,7.07,,,,,,,,,ภาครัฐ,อาจารย์มหาวิทยาลัย,,ลำปาง,2015-08-15,35000.5,-,จังหวัดภูมิลำเนา,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,ต้องการ,1,อาจารย์,กระทรวงศึกษาธิการและหน่วยงานอื่น ๆ,กระทรวงการอุดมศึกษาฯ,1,0,0,1,0,0,development
ODOS00022,22,1,,,1 /,หญิง,2528,อาชีวศึกษา,ใต้,90,สงขลา,สทิงพระ,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิทยาศาสตร์,ระบบสารสนเทศคอมพิวเตอร์,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิทยาศาสตร์,ระบบสารสนเทศคอมพิวเตอร์,,,ทำสัญญา สกอ.,ปริญญาตรี,2.63,7.07,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,validation
ODOS00023,23,1,,,1 /,หญิง,2529,สามัญ,เหนือ,53,อุตรดิตถ์,พิชัย,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิทยาศาสตร์,โปรมแกรมวิชาชีววิทยาประยุกต์(ชีววิทยา)สาขาวิทยาศาสตร์,2004-01-01,,2011-01-26,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาโท,เอเชีย,ประเทศไทย,กลุ่มวิทยาศาสตร์,โปรมแกรมวิชาชีววิทยาประยุกต์(ชีววิทยา)สาขาวิทยาศาสตร์,,,ทำสัญญา สกอ.,ปริญญาตรี,3.52,7.07,,,ประเทศไทย,กลุ่มศิลปศาสตร์,การจัดการสิ่งแวดล้อม,,,,ภาครัฐ,"เจ้าหน้าที่ในหน่วยงานของรัฐ,พนักงานราชการ, ลูกจ้าง",,กรุงเทพ,,19630.0,,จังหวัดต่างภูมิภาค,สอดคล้องมาก,3,สอดคล้องปานกลาง,2,มาก,3,N/A,,,,,1,0,0,1,0,0,development
ODOS00024,24,1,,,1 /,หญิง,2527,อาชีวศึกษา,เหนือ,58,แม่ฮ่องสอน,แม่ลาน้อย,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มศิลปศาสตร์,สังคมศึกษา,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มศิลปศาสตร์,สังคมศึกษา,,,ทำสัญญา สกอ.,ปริญญาตรี,2.94,7.07,,,,,,,,,ภาครัฐ,"ข้าราชการครู,ครูผู้ช่วย,ครูอัตราจ้างในหน่วยงานของรัฐ",,ลำปาง,,18690.0,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องมาก,3,มาก,3,ไม่ต้องการ,0,,,,1,0,0,1,0,0,development
ODOS00025,25,1,,,1 /,หญิง,2528,สามัญ,กลาง,62,กำแพงเพชร,ทรายทองวัฒนา,,ปรับเปลี่ยนมาศึกษาในประเทศ,สหพันธ์สาธารณรัฐเยอรมนี,กลุ่มพาณิชยกรรม,Accounting,2004-01-01,2006-07-07,,2007-07-01,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มพาณิชยกรรม,การบัญชี (Accounting),,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,validation
ODOS00026,26,1,,,1 /,หญิง,2528,สามัญ,ใต้,95,ยะลา,กาบัง,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,อนามัยสิ่งแวดล้อม,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,อนามัยสิ่งแวดล้อม,,,ทำสัญญา สกอ.,ปริญญาตรี,2.27,7.07,,,,,,,,,ภาครัฐ,"เจ้าหน้าที่ในหน่วยงานของรัฐ,พนักงานราชการ, ลูกจ้าง",,ยะลา,,14500.0,,จังหวัดภูมิลำเนา,สอดคล้องปานกลาง,2,สอดคล้องน้อย,1,ปานกลาง,2,N/A,,,,,1,0,0,1,0,1,validation
ODOS00027,27,1,,,1 /,หญิง,2529,สามัญ,ตะวันออกเฉียงเหนือ,46,กาฬสินธุ์,สหัสขันธ์,,ปรับเปลี่ยนมาศึกษาในประเทศ,ราชอาณาจักรเดนมาร์ก,กลุ่มพาณิชยกรรม,Accounting,2005-09-01,,,,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,ต่างประเทศ=>ประเทศไทย=>สำเร็จการศึกษา,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มพาณิชยกรรม,การบัญชี (Accounting),,,ทำสัญญา สกอ.,ปริญญาตรี,,,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,,,,,N/A,สอดคล้องน้อย,1,N/A,,,,,,,,,1,0,0,1,1,0,development
ODOS00028,28,1,,,1 /,หญิง,2529,สามัญ,กลาง,66,พิจิตร,ทับคล้อ,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทย์แผนตะวันออก,2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,แพทย์แผนตะวันออก,,,ทำสัญญา สกอ.,ปริญญาตรี,3.33,7.07,,,,,,,,,ภาคเอกชน,พนักงานบริษัทเอกชนในประเทศไทย,,กรุงเทพ,,,,จังหวัดต่างภูมิภาค,สอดคล้องน้อย,1,สอดคล้องน้อย,1,,,,,,,,1,0,0,1,1,1,development
ODOS00029,29,1,,,1 /,หญิง,2528,สามัญ,กลาง,66,พิจิตร,สามง่าม,,สำเร็จการศึกษาปริญญาตรี,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,สหเวชศาตร์(กายภาพบำบัด),2004-01-01,,2011-01-26,2011-01-26,สำเร็จการศึกษา,สำเร็จการศึกษาในประเทศ,สำเร็จการศึกษาในประเทศไทย,สำเร็จการศึกษาปริญญาตรี,เอเชีย,ประเทศไทย,กลุ่มวิชาชีพเฉพาะทาง,สหเวชศาตร์(กายภาพบำบัด),,,ทำสัญญา สกอ.,ปริญญาตรี,2.88,7.07,,,,,,,,,ภาครัฐ,"แพทย์,พยาบาล,บุคลากรทางการแพทย์ของรัฐ",,พิษณุโลก,,,,จังหวัดในภูมิภาคเดียวกัน,สอดคล้องมาก,3,สอดคล้องปานกลาง,2,,,,,,,,1,0,0,1,0,0,development
